timestamp,service,level,message,logger,trace_id,environment,exception_type,exception_message,exception_stacktrace
2026-02-17T05:12:51.281Z,user-service,INFO,Order created,com.company.userservice.Service,7e177eb61bf129cf5a453f7bcedabfcb,production,,,
2026-02-17T05:12:26.192Z,inventory-service,INFO,User session started,com.company.inventoryservice.Service,d622e2df76ceb676e194a278691b7552,production,,,
2026-02-17T05:12:53.680Z,inventory-service,INFO,Health check passed,com.company.inventoryservice.Service,05d5690ff8c0622db29788c05f9e2856,production,,,
2026-02-17T05:13:54.591Z,user-service,INFO,User session started,com.company.userservice.Service,256eaca02eb545e8b650b667ffe8ae76,production,,,
2026-02-17T05:13:43.820Z,user-service,INFO,Payment initiated,com.company.userservice.Service,708e634f1c1e0ada10244cb181cdd2ac,production,,,
2026-02-17T05:14:29.252Z,user-service,INFO,Request processed successfully,com.company.userservice.Service,7b3599f5b7e0f67b385be7a8f338fcef,production,,,
2026-02-17T05:14:42.023Z,checkout-service,INFO,User session started,com.company.checkoutservice.Service,4d46bb8ea57fc7d64f2bb1f86a84ba2c,production,,,
2026-02-17T05:14:18.421Z,user-service,INFO,User session started,com.company.userservice.Service,d3f0b04af8567811decae2e93254ebed,production,,,
2026-02-17T05:15:01.631Z,checkout-service,INFO,Order created,com.company.checkoutservice.Service,ec3b20ed5c43d92e0ce5e5f131fc38be,production,,,
2026-02-17T05:15:06.069Z,notification-service,INFO,Order created,com.company.notificationservice.Service,300fe1bd4aacc97cf856513d50a755f3,production,,,
2026-02-17T05:15:06.167Z,notification-service,INFO,User session started,com.company.notificationservice.Service,eea15a91f4efc4c4445e94a3f2cd17d0,production,,,
2026-02-17T05:16:15.180Z,user-service,INFO,Health check passed,com.company.userservice.Service,eedc3bfbbb8669a52beff57690a4b5f1,production,,,
2026-02-17T05:15:41.910Z,inventory-service,INFO,Order created,com.company.inventoryservice.Service,e73721a6dcdbd620a38ef81d146db044,production,,,
2026-02-17T05:16:47.292Z,checkout-service,INFO,Health check passed,com.company.checkoutservice.Service,b8477263ee6dc3fc8be2c836e829acdc,production,,,
2026-02-17T05:16:20.261Z,checkout-service,INFO,Payment initiated,com.company.checkoutservice.Service,4aedb6757dde0f07535a9a93f5534012,production,,,
2026-02-17T05:17:01.461Z,checkout-service,INFO,Payment initiated,com.company.checkoutservice.Service,63c5a22fa8e5273be55e2185548c0f6c,production,,,
2026-02-17T05:17:05.527Z,user-service,INFO,Health check passed,com.company.userservice.Service,562e6260493a87a68481f64fed440f51,production,,,
2026-02-17T05:17:16.936Z,inventory-service,INFO,Health check passed,com.company.inventoryservice.Service,edafa981e9bb1f75693c166ce9f66350,production,,,
2026-02-17T05:18:04.052Z,user-service,INFO,Order created,com.company.userservice.Service,dd8036ceae1a9492b64ab7c515a5d666,production,,,
2026-02-17T05:17:55.039Z,user-service,INFO,Request processed successfully,com.company.userservice.Service,3f1a2f3f1a44903826cbf0cc5f0696ba,production,,,
2026-02-17T05:18:17.799Z,inventory-service,INFO,Request processed successfully,com.company.inventoryservice.Service,d89a2a0d420cc028aa2c260188060107,production,,,
2026-02-17T05:19:18.084Z,notification-service,INFO,Order created,com.company.notificationservice.Service,ccedc10f3417f451d03656f1e8914763,production,,,
2026-02-17T05:19:33.054Z,user-service,INFO,User session started,com.company.userservice.Service,9a4fc7e4111046a3fea7e72fb20f4806,production,,,
2026-02-17T05:19:10.228Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,22f80f7e669be2fd4b86322e690a87c9,production,,,
2026-02-17T05:20:06.849Z,checkout-service,INFO,User session started,com.company.checkoutservice.Service,b80f456b928734f8e53f1608a1243735,production,,,
2026-02-17T05:19:45.458Z,checkout-service,INFO,Order created,com.company.checkoutservice.Service,3c27388eb46dc75a328caf337180b305,production,,,
2026-02-17T05:20:02.286Z,inventory-service,INFO,Request processed successfully,com.company.inventoryservice.Service,ae1de4a9d47232a45b3117ae6e5552c1,production,,,
2026-02-17T05:20:52.730Z,user-service,ERROR,External service payment-gateway is unavailable,com.company.userservice.Service,b1f50108cdb7569d758ee2fc1340ad3a,production,ServiceUnavailableException,External service payment-gateway is unavailable,"ServiceUnavailableException: External service payment-gateway is unavailable
	at com.company.service.Service.process(Service.java:198)"
2026-02-17T05:20:30.490Z,checkout-service,ERROR,Payment was declined by payment gateway: insufficient funds,com.company.checkoutservice.Service,eb0c23e3dda369759c428f7da9f58c4c,production,PaymentDeclinedException,Payment was declined by payment gateway: insufficient funds,"PaymentDeclinedException: Payment was declined by payment gateway: insufficient funds
	at com.company.service.Service.process(Service.java:76)"
2026-02-17T05:21:13.239Z,payment-service,INFO,User session started,com.company.paymentservice.Service,50ab98ca69292a620e434f016daba49c,production,,,
2026-02-17T05:21:11.515Z,checkout-service,INFO,User session started,com.company.checkoutservice.Service,e42374d5bf1c1d667e910fc6733f77ce,production,,,
2026-02-17T05:21:52.310Z,payment-service,ERROR,Payment was declined by payment gateway: insufficient funds,com.company.paymentservice.Service,ed090371283960bf20f70639e17bb146,production,PaymentDeclinedException,Payment was declined by payment gateway: insufficient funds,"PaymentDeclinedException: Payment was declined by payment gateway: insufficient funds
	at com.company.service.Service.process(Service.java:60)"
2026-02-17T05:22:25.030Z,payment-service,INFO,Order created,com.company.paymentservice.Service,82587a2519b6f3d79386b7b4c7805be0,production,,,
2026-02-17T05:22:15.437Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,f4ad82cc0c3b8c067638cdc735b3dd25,production,,,
2026-02-17T05:22:27.019Z,checkout-service,INFO,Payment initiated,com.company.checkoutservice.Service,e557a479b0158e9c7eee4951ddda81d4,production,,,
2026-02-17T05:23:16.310Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,8cb603767a516ab27fe38e476905fbb1,production,,,
2026-02-17T05:23:33.506Z,notification-service,INFO,Payment initiated,com.company.notificationservice.Service,b972e5345fa6bd67772e8d348f266ac4,production,,,
2026-02-17T05:23:21.879Z,notification-service,INFO,Request processed successfully,com.company.notificationservice.Service,c7fb2f2fb2f9980ab63c556649bff5b6,production,,,
2026-02-17T05:23:30.360Z,notification-service,INFO,User session started,com.company.notificationservice.Service,3550d8de0cb68a52fa12e0683316129e,production,,,
2026-02-17T05:24:38.049Z,user-service,INFO,Health check passed,com.company.userservice.Service,cdd8317a818270587bcbda5952a26051,production,,,
2026-02-17T05:24:14.346Z,payment-service,INFO,Health check passed,com.company.paymentservice.Service,e18be10679dde1498fcf24838ddc6bee,production,,,
2026-02-17T05:24:57.231Z,user-service,INFO,Order created,com.company.userservice.Service,2cd4b2e80089445839cf37cc6a170ad6,production,,,
2026-02-17T05:25:03.553Z,payment-service,INFO,User session started,com.company.paymentservice.Service,935388415844e1f5dc07a73a90f184e9,production,,,
2026-02-17T05:25:38.198Z,checkout-service,INFO,Order created,com.company.checkoutservice.Service,cc38183ac96244f3dd3c0933574a2640,production,,,
2026-02-17T05:25:50.827Z,inventory-service,INFO,User session started,com.company.inventoryservice.Service,d8d1fcd7897375969650ab667d022fc0,production,,,
2026-02-17T05:25:42.320Z,inventory-service,INFO,Health check passed,com.company.inventoryservice.Service,8d682296078096a3b512578b11e2c5ab,production,,,
2026-02-17T05:26:04.384Z,user-service,INFO,Health check passed,com.company.userservice.Service,99d1ea18e6a08ff5379aa2eb3585bf87,production,,,
2026-02-17T05:26:13.172Z,checkout-service,INFO,User session started,com.company.checkoutservice.Service,7e8057f2bd005f7276db03dccceb73aa,production,,,
2026-02-17T05:27:07.283Z,notification-service,INFO,Request processed successfully,com.company.notificationservice.Service,4cc01dfee83be911f90c598cf9201629,production,,,
2026-02-17T05:27:35.521Z,payment-service,ERROR,Connection refused to payment-gateway,com.company.paymentservice.Service,a0677662b59623d51c941617c1833d34,production,ConnectionRefusedException,Connection refused to payment-gateway,"ConnectionRefusedException: Connection refused to payment-gateway
	at com.company.service.Service.process(Service.java:131)"
2026-02-17T05:27:42.956Z,inventory-service,INFO,Order created,com.company.inventoryservice.Service,7d60d50bf66208acb91925044d56f1be,production,,,
2026-02-17T05:28:03.390Z,checkout-service,INFO,Order created,com.company.checkoutservice.Service,c9449d96cd7c14090774627b405a438b,production,,,
2026-02-17T05:28:18.744Z,payment-service,INFO,Payment initiated,com.company.paymentservice.Service,cb25f2d36a8a56b3c00e12d12284027d,production,,,
2026-02-17T05:27:58.772Z,notification-service,INFO,Order created,com.company.notificationservice.Service,a74e11999e286c8516d5f6cc2be6c34a,production,,,
2026-02-17T05:28:39.084Z,user-service,INFO,User session started,com.company.userservice.Service,4c432b4c22c4d8bbfafa76c7ccd1cddc,production,,,
2026-02-17T05:29:08.129Z,notification-service,INFO,Health check passed,com.company.notificationservice.Service,51a0459a575f05f0b14b6324c588fb4d,production,,,
2026-02-17T05:28:59.842Z,user-service,INFO,Payment initiated,com.company.userservice.Service,a8ea6432c8778036f9b1cdb881361c1d,production,,,
2026-02-17T05:29:57.503Z,checkout-service,INFO,User session started,com.company.checkoutservice.Service,7f4a471e1e66ab3f5cfcd76b3923e08f,production,,,
2026-02-17T05:29:48.659Z,notification-service,INFO,Health check passed,com.company.notificationservice.Service,49ff6c8131f269970a548c8fe5cb0b57,production,,,
2026-02-17T05:29:50.716Z,notification-service,INFO,Order created,com.company.notificationservice.Service,cd0dac38d1e71f203f1797f227ee5e9f,production,,,
2026-02-17T05:30:49.068Z,payment-service,INFO,User session started,com.company.paymentservice.Service,d0a1e03b956ff370cae2ebc069c42d23,production,,,
2026-02-17T05:31:13.374Z,user-service,INFO,Order created,com.company.userservice.Service,a82f9c960143f33845a473612cef08eb,production,,,
2026-02-17T05:31:03.928Z,payment-service,INFO,User session started,com.company.paymentservice.Service,98c79edacbf7479d9b7caabb81aa7e5d,production,,,
2026-02-17T05:31:33.397Z,payment-service,INFO,Payment initiated,com.company.paymentservice.Service,09626f23e29d4494ac59a2517f6017f0,production,,,
2026-02-17T05:32:05.042Z,payment-service,INFO,User session started,com.company.paymentservice.Service,251b4e1ba5264bb8c633f7f6c0ff0184,production,,,
2026-02-17T05:31:43.452Z,user-service,INFO,Request processed successfully,com.company.userservice.Service,6f9e8972dc1ba77ffadf2897680e4422,production,,,
2026-02-17T05:31:58.993Z,checkout-service,INFO,Request processed successfully,com.company.checkoutservice.Service,12e27433b3a382463d1adf036bdb4b9b,production,,,
2026-02-17T05:32:42.166Z,checkout-service,INFO,Payment initiated,com.company.checkoutservice.Service,23473024f9fd33587e21553b3edff478,production,,,
2026-02-17T05:33:21.521Z,payment-service,INFO,Payment initiated,com.company.paymentservice.Service,821f67e1631dbf2c3da40ae71400b31a,production,,,
2026-02-17T05:33:37.330Z,notification-service,INFO,User session started,com.company.notificationservice.Service,bf9c312ed7dd818bb45f75d72c7ca4cc,production,,,
2026-02-17T05:33:31.834Z,user-service,ERROR,Connection to payment-gateway timed out after 30s,com.company.userservice.Service,570ce09eea97dc892e81a4095d4be625,production,SocketTimeoutException,Connection to payment-gateway timed out after 30s,"SocketTimeoutException: Connection to payment-gateway timed out after 30s
	at com.company.service.Service.process(Service.java:53)"
2026-02-17T05:33:55.183Z,user-service,INFO,Request processed successfully,com.company.userservice.Service,25ebe5ea5b582bdba037e916d6691966,production,,,
2026-02-17T05:33:55.446Z,checkout-service,INFO,Request processed successfully,com.company.checkoutservice.Service,6577ae8c8e1509c356d8fdadcffbfc38,production,,,
2026-02-17T05:34:25.601Z,notification-service,INFO,Order created,com.company.notificationservice.Service,c0c744018c9244ac97df463b4f61d6e4,production,,,
2026-02-17T05:34:30.010Z,inventory-service,INFO,Order created,com.company.inventoryservice.Service,dd8f336163482498eb071d6c160b4aea,production,,,
2026-02-17T05:35:00.216Z,notification-service,INFO,Request processed successfully,com.company.notificationservice.Service,963dfa4467855cbfb673f68949d3d6a4,production,,,
2026-02-17T05:35:04.924Z,checkout-service,INFO,Payment initiated,com.company.checkoutservice.Service,e5a2f3108c7fe3e1a044916f5f2797b8,production,,,
2026-02-17T05:35:34.665Z,user-service,INFO,User session started,com.company.userservice.Service,afafab3a7ec585583d521c1c5db981eb,production,,,
2026-02-17T05:36:02.710Z,checkout-service,INFO,Payment initiated,com.company.checkoutservice.Service,e9b1f5d7a7357396e54cf4fd17080e25,production,,,
2026-02-17T05:36:28.826Z,user-service,INFO,Payment initiated,com.company.userservice.Service,e45a8696620503feef806b96d44c4e1b,production,,,
2026-02-17T05:36:25.173Z,inventory-service,INFO,Request processed successfully,com.company.inventoryservice.Service,653d6c3b7b20edfdb5b414b848460e4c,production,,,
2026-02-17T05:36:24.246Z,checkout-service,INFO,Order created,com.company.checkoutservice.Service,91c96b4daf773b463b53c9afbe57d7ac,production,,,
2026-02-17T05:37:33.751Z,payment-service,INFO,Payment initiated,com.company.paymentservice.Service,4eed4298e7d7ee6aa049a0ea7b976afb,production,,,
2026-02-17T05:37:35.389Z,checkout-service,INFO,User session started,com.company.checkoutservice.Service,bde51571a74b02be62a2bee1f8713806,production,,,
2026-02-17T05:37:43.939Z,notification-service,INFO,Request processed successfully,com.company.notificationservice.Service,95ce8f3b26feb09597aec828ca53c671,production,,,
2026-02-17T05:37:40.720Z,checkout-service,INFO,Health check passed,com.company.checkoutservice.Service,d348f5a65181a503cd804401a3ba50ca,production,,,
2026-02-17T05:37:58.070Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,9654cc1c0abf8ee2b396258f652759af,production,,,
2026-02-17T05:38:11.237Z,inventory-service,INFO,Health check passed,com.company.inventoryservice.Service,9beb9114a0a422d54240714a247d558b,production,,,
2026-02-17T05:38:47.198Z,inventory-service,INFO,User session started,com.company.inventoryservice.Service,d477d3e49c297f8fee51e1554b7147a1,production,,,
2026-02-17T05:39:07.545Z,notification-service,INFO,Request processed successfully,com.company.notificationservice.Service,6fe320f2837594ebb4d9ae21c87999ab,production,,,
2026-02-17T05:39:56.086Z,user-service,ERROR,Connection refused to payment-gateway,com.company.userservice.Service,a1b832249e15ef538b3fcab7ae4c0584,production,ConnectionRefusedException,Connection refused to payment-gateway,"ConnectionRefusedException: Connection refused to payment-gateway
	at com.company.service.Service.process(Service.java:179)"
2026-02-17T05:39:58.366Z,payment-service,INFO,Payment initiated,com.company.paymentservice.Service,44c36c060f6d31586e609dc0e79ac2c4,production,,,
2026-02-17T05:39:41.062Z,inventory-service,INFO,Request processed successfully,com.company.inventoryservice.Service,cf02da7783529318b2edfd43c62dea48,production,,,
2026-02-17T05:40:36.744Z,checkout-service,INFO,Order created,com.company.checkoutservice.Service,d502e970b612c5a5a0e64e3a12597b97,production,,,
2026-02-17T05:40:34.435Z,inventory-service,INFO,Order created,com.company.inventoryservice.Service,00d359c389a5c2d33dba41700ab2f98d,production,,,
2026-02-17T05:40:51.444Z,inventory-service,INFO,User session started,com.company.inventoryservice.Service,8e10128f2856c79d45fb991d66e12a55,production,,,
2026-02-17T05:40:55.944Z,checkout-service,INFO,Health check passed,com.company.checkoutservice.Service,c185aa8c1758dc332bc991cbcd7cdd9c,production,,,
2026-02-17T05:41:50.968Z,notification-service,INFO,Payment initiated,com.company.notificationservice.Service,beff34491c9bf8074b7d9d41908a332e,production,,,
2026-02-17T05:41:34.436Z,user-service,INFO,User session started,com.company.userservice.Service,b6775b413029990bdee3913a24c3d538,production,,,
2026-02-17T05:42:21.646Z,payment-service,INFO,Order created,com.company.paymentservice.Service,fe9564459d37729f1137c356a4261432,production,,,
2026-02-17T05:42:35.397Z,payment-service,INFO,Health check passed,com.company.paymentservice.Service,63dfa12e24017fd83af055bbecd69900,production,,,
2026-02-17T05:42:43.745Z,notification-service,ERROR,External service payment-gateway is unavailable,com.company.notificationservice.Service,abe549395fa1a17400f8123c11b507a1,production,ServiceUnavailableException,External service payment-gateway is unavailable,"ServiceUnavailableException: External service payment-gateway is unavailable
	at com.company.service.Service.process(Service.java:141)"
2026-02-17T05:42:53.682Z,user-service,INFO,Payment initiated,com.company.userservice.Service,8f1d7652040b798a4d6deea119fa9763,production,,,
2026-02-17T05:43:53.040Z,checkout-service,INFO,Payment initiated,com.company.checkoutservice.Service,9c0862ea0e4c55ccb4ca5150aa52c06f,production,,,
2026-02-17T05:43:23.353Z,user-service,INFO,Request processed successfully,com.company.userservice.Service,f672d2f912b5c9989eab562459014805,production,,,
2026-02-17T05:44:06.250Z,payment-service,INFO,Order created,com.company.paymentservice.Service,cbd38442467086a97c3bdfcf0403d1a6,production,,,
2026-02-17T05:44:45.563Z,user-service,INFO,Payment initiated,com.company.userservice.Service,846f0b1b4a0a13b7b47c8c46dbb03af8,production,,,
2026-02-17T05:44:09.403Z,user-service,INFO,Health check passed,com.company.userservice.Service,50ee239035b928efc38dff0a6af22e68,production,,,
